product_name,product_code,grade,formula,molar_mass,image_url,pakaging,price
n-HEXADECANE (Alkane C16 Cetane),010854-500ML,99% (GC),H1B2834,A1D1C2837,,500ML," 10,500.00 "
n-HEXADECANE,050855-100ML,for UV SPECTROSCOPY,H1B2835,A1D1C2838,,100ML," 3,750.00 "
"N-Hexadecyl-N,N-dimethyl-3-ammonio-1-propanesulfonate",0108142-5G,puriss for biochemistry [2281-11-0],H1B2836,A1D1C2839,,5G," 1,800.00 "
"N-Hexadecyl-N,N-dimethyl-3-ammonio-1-propanesulfonate",0108142-25G,puriss for biochemistry [2281-11-0],H1B2837,A1D1C2840,,25G," 7,400.00 "
HEXAFLUOROACETONE TRIHYDRATE puriss for synthesis,0108153-25G,95% puriss for synthesis [34202-69-2],H1B2838,A1D1C2841,,25G," 3,500.00 "
HEXAFLUOROACETONE TRIHYDRATE puriss for synthesis,0108153-100G,95% puriss for synthesis [34202-69-2],H1B2839,A1D1C2842,,100G," 12,550.00 "
HEXAFLUOROACETYL ACETONE,010814-5G,99+%,H1B2840,A1D1C2843,,5G," 1,800.00 "
HEXAFLUOROACETYL ACETONE,010814-25G,99+%,H1B2841,A1D1C2844,,25G," 7,000.00 "
HEXAFLUOROACETYL ACETONE,010814-100G,99+%,H1B2842,A1D1C2845,,100G," 21,000.00 "
HEXAFLUOROBENZENE,010819-25G,,H1B2843,A1D1C2846,,25G," 2,200.00 "
"1,1,1,3,3,3-Hexafluoroisopropyl acrylate",0108130-1G,95% puriss for synthesis [2160-89-6],H1B2844,A1D1C2847,,1G, 750.00 
"1,1,1,3,3,3-Hexafluoroisopropyl acrylate",0108130-5G,95% puriss for synthesis [2160-89-6],H1B2845,A1D1C2848,,5G," 2,000.00 "
"1,1,1,3,3,3-Hexafluoroisopropyl acrylate",0108130-25G,95% puriss for synthesis [2160-89-6],H1B2846,A1D1C2849,,25G," 9,000.00 "
"1,1,1,3,3,3-Hexafluoroisopropyl 2-fluoroacrylate",0108129-1G,95% puriss for synthesis [74359-06-1],H1B2847,A1D1C2850,,1G," 1,550.00 "
"1,1,1,3,3,3-Hexafluoroisopropyl 2-fluoroacrylate",0108129-5G,95% puriss for synthesis [74359-06-1],H1B2848,A1D1C2851,,5G," 7,000.00 "
Hexafluoroisopropyl methacrylate,0108136-5G,95% puriss for synthesis [3063-94-3],H1B2849,A1D1C2852,,5G," 1,250.00 "
Hexafluoroisopropyl methacrylate,0108136-25G,95% puriss for synthesis [3063-94-3],H1B2850,A1D1C2853,,25G," 5,500.00 "
Hexafluoroisopropyl triflate,0108137-5G,95% puriss for synthesis [156241-41-7],H1B2851,A1D1C2854,,5G," 3,000.00 "
Hexafluoroisopropyl triflate,0108137-25G,95% puriss for synthesis [156241-41-7],H1B2852,A1D1C2855,,25G," 9,900.00 "
HEXAFLUOROPHOSPHORIC ACID,0108101-500G,~ 62% puriss for synthesi,H1B2853,A1D1C2856,,500G," 2,000.00 "
"1,1,1,3,3,3-HEXAFLUORO-2-PROPANOL",050841-100ML,for UV SPECTROSCOPY,H1B2854,A1D1C2857,,100ML," 16,000.00 "
HEXAMETHYLDISILANE,0108120-50G,99% puriss for synthesis [1450-14-2],H1B2855,A1D1C2858,,50G," 1,560.00 "
HEXAMETHYLDISILANE,0108120-250G,99% puriss for synthesis [1450-14-2],H1B2856,A1D1C2859,,250G," 7,200.00 "
"1,1,1,3,3,3-HEXAMETHYLDISILAZANE (HMDS)",010810-100ML,98% (GC),H1B2857,A1D1C2860,,100ML, 600.00 
"1,1,1,3,3,3-HEXAMETHYLDISILAZANE (HMDS)",010810-500ML,98% (GC),H1B2858,A1D1C2861,,500ML," 2,000.00 "
"1,1,1,3,3,3-HEXAMETHYLDISILAZANE (HMDS)",010810-2500ML,98% (GC),H1B2859,A1D1C2862,,2500ML," 5,400.00 "
HEXAMETHYLDISILOXANE,0108162-100ML,98% puriss for synthesis [107-46-0],H1B2860,A1D1C2863,,100ML, 750.00 
HEXAMETHYLDISILOXANE,0108162-500ML,98% puriss for synthesis [107-46-0],H1B2861,A1D1C2864,,500ML," 2,750.00 "
HEXAMETHYLENEIMINE,010899-100ML,99% puriss for synthesis,H1B2862,A1D1C2865,,100ML, 650.00 
HEXAMETHYLENEIMINE,010899-500ML,99% puriss for synthesis,H1B2863,A1D1C2866,,500ML," 2,000.00 "
HEXAMETHYLENIMINEETHYLCHLORIDE HCL,010885-25G,,H1B2864,A1D1C2867,,25G," 1,700.00 "
HEXAMETHYLENIMINEETHYLCHLORIDE HCL,010885-100G,,H1B2865,A1D1C2868,,100G," 6,500.00 "
HEXAMETHYLPHOSPHORIC ACID TRIAMIDE,010858-100ML,98%,H1B2866,A1D1C2869,,100ML," 1,000.00 "
HEXAMETHYLPHOSPHORIC ACID TRIAMIDE,010858-500ML,98%,H1B2867,A1D1C2870,,500ML," 4,800.00 "
HEXANE Fraction from petroleum,010844-500ML,,H1B2868,A1D1C2871,,500ML, 310.00 
HEXANE Fraction from petroleum,010844-2500ML,,H1B2869,A1D1C2872,,2500ML," 1,050.00 "
HEXANE Fraction,010848-500ML,puriss AR,H1B2870,A1D1C2873,,500ML, 375.00 
n_HEXANE,010847-500ML,95% (GC) as n-Hexane,H1B2871,A1D1C2874,,500ML, 600.00 
n_HEXANE,010847-2500ML,95% (GC) as n-Hexane,H1B2872,A1D1C2875,,2500ML," 2,800.00 "
n-HEXANE,010845-500ML,95% (GC) as n-Hexane,H1B2873,A1D1C2876,,500ML," 1,200.00 "
n-HEXANE,010845-2500ML,95% (GC) as n-Hexane,H1B2874,A1D1C2877,,2500ML," 4,000.00 "
n-HEXANE,070803-1000ML,for HPLC 95%,H1B2875,A1D1C2878,,1000ML," 1,600.00 "
n-HEXANE,050804-1000ML,for UV SPECTROSCOPY,H1B2876,A1D1C2879,,1000ML," 1,650.00 "
n-HEXANE,010812-500ML,99% AR,H1B2877,A1D1C2880,,500ML, 850.00 
n-HEXANE,010812-2500ML,99% AR,H1B2878,A1D1C2881,,2500ML," 4,200.00 "
n-HEXANE,070877-1000ML,min. 99% (GC) for HPLC,H1B2879,A1D1C2882,,1000ML," 2,200.00 "
n-HEXANE,070877-2500ML,min. 99% (GC) for HPLC,H1B2880,A1D1C2883,,2500ML," 4,825.00 "
N-HEXANE,0108150-500ML,99% ANHYDROUS,H1B2881,A1D1C2884,,500ML," 1,295.00 "
N-HEXANE,0108150-1000ML,99% ANHYDROUS,H1B2882,A1D1C2885,,1000ML," 2,500.00 "
"1,6-HEXANEDIOL",0108102-500G,98% puriss for synthesis,H1B2883,A1D1C2886,,500G, 900.00 
"2,5-HEXANEDIONE",0108152-25G,98% puriss for synthesis [110-13-4],H1B2884,A1D1C2887,,25G, 960.00 
"2,5-HEXANEDIONE",0108152-100G,98% puriss for synthesis [110-13-4],H1B2885,A1D1C2888,,100G," 2,400.00 "
HEXANESULPHONIC ACID SODIUM SALT monohydrate,070830-5G,99%,H1B2886,A1D1C2889,,5G, 400.00 
HEXANESULPHONIC ACID SODIUM SALT monohydrate,070830-25G,99%,H1B2887,A1D1C2890,,25G," 1,700.00 "
1-HEXANESULFONIC ACID SODIUM SALT ANHYDROUS,0708110-5G,AR for HPLC [2832-45-3],H1B2888,A1D1C2891,,5G, 400.00 
1-HEXANESULFONIC ACID SODIUM SALT ANHYDROUS,0708110-25G,AR for HPLC [2832-45-3],H1B2889,A1D1C2892,,25G," 1,700.00 "
1-HEXANOL,0108111-500ML,98% puriss for synthesis [111-27-3],H1B2890,A1D1C2893,,500ML, 875.00 
1-HEXANOL,0108111-2500ML,98% puriss for synthesis [111-27-3],H1B2891,A1D1C2894,,2500ML," 3,600.00 "
1-HEXANOL,010824-500ML,99% puriss AR [111-27-3],H1B2892,A1D1C2895,,500ML," 1,625.00 "
2-HEXANONE,010889-100ML,98% (Butylmethylketone) puriss for synthesis,H1B2893,A1D1C2896,,100ML," 2,400.00 "
2-HEXANONE,010889-500ML,98% (Butylmethylketone) puriss for synthesis,H1B2894,A1D1C2897,,500ML," 11,000.00 "
1-HEXENE,0108103-100ML,97% puriss for synthesis,H1B2895,A1D1C2898,,100ML," 1,100.00 "
1-HEXENE,0108103-500ML,97% puriss for synthesis,H1B2896,A1D1C2899,,500ML," 3,700.00 "
N-HEXYLAMINE,0708127-500ML,HPLC GRADE [111-26-2],H1B2897,A1D1C2900,,500ML," 10,500.00 "
(1-HEXYL)TRIMETHYLAMMONIUM BROMIDE,0108107-10G,98% puriss for synthesis [2650-53-5],H1B2898,A1D1C2901,,10G," 1,850.00 "
(1-HEXYL)TRIMETHYLAMMONIUM BROMIDE,0108107-50G,98% puriss for synthesis [2650-53-5],H1B2899,A1D1C2902,,50G," 7,600.00 "
1-HEXYNE,010888-25ML,~98% (GC) puriss for synthesis,H1B2900,A1D1C2903,,25ML," 1,400.00 "
1-HEXYNE,010888-100ML,~98% (GC) puriss for synthesis,H1B2901,A1D1C2904,,100ML," 5,000.00 "
HISTAMINE ACID PHOSPHATE,0108121-5G,97% puriss for synthesis [51-74-1],H1B2902,A1D1C2905,,5G," 3,500.00 "
HISTAMINE ACID PHOSPHATE,0108121-25G,97% puriss for synthesis [51-74-1],H1B2903,A1D1C2906,,25G," 14,500.00 "
HISTAMINE diHCL,0108122-5G,99% puriss [56-92-8],H1B2904,A1D1C2907,,5G," 2,400.00 "
HISTAMINE diHCL,0108122-25G,99% puriss [56-92-8],H1B2905,A1D1C2908,,25G," 8,700.00 "
L-HISTIDINE METHYLESTER DIHYDROCHLORIDE,010880-1G,99% (CI) puriss AR,H1B2906,A1D1C2909,,1G, 340.00 
L-HISTIDINE METHYLESTER DIHYDROCHLORIDE,010880-5G,99% (CI) puriss AR,H1B2907,A1D1C2910,,5G, 690.00 
L-HISTIDINE  MONO HYDROCHLORIDE,010884-25G,,H1B2908,A1D1C2911,,25G, 350.00 
L-HISTIDINE  MONO HYDROCHLORIDE,010884-100G,,H1B2909,A1D1C2912,,100G," 1,375.00 "
HOLMIUM OXIDE,010898-10G,99.9% puriss AR,H1B2910,A1D1C2913,,10G," 4,900.00 "
HOLMIUM OXIDE,010898-50G,99.9% puriss AR,H1B2911,A1D1C2914,,50G," 19,500.00 "
HYDANTOIN,0108145-100G,99% puriss for synthesis [461-72-3],H1B2912,A1D1C2915,,100G, 900.00 
HYDANTOIN,0108145-500G,99% puriss for synthesis [461-72-3],H1B2913,A1D1C2916,,500G," 3,500.00 "
HYAMINE 1622,010860-25G,,H1B2914,A1D1C2917,,25G," 1,800.00 "
HYDRAZINE HYDRATE,010834-500ML,80% puriss for synthesis [10217-52-4],H1B2915,A1D1C2918,,500ML, 900.00 
HYDRAZINE HYDRATE,0108123-500ML,99% puriss for synthesis [10217-52-4],H1B2916,A1D1C2919,,500ML," 1,200.00 "
HYDRAZINE DIHYDROCHLORIDE,0108149-100G,97% puriss for synthesis [5341-61-7],H1B2917,A1D1C2920,,100G, 340.00 
HYDRAZINE DIHYDROCHLORIDE,0108149-500G,97% puriss for synthesis [5341-61-7],H1B2918,A1D1C2921,,500G," 1,100.00 "
HYDRAZINE SULPHATE,0108158-100G,99% puriss for synthesis [10034-93-2],H1B2919,A1D1C2922,,100G, 345.00 
HYDRAZINE SULPHATE,0108158-500G,99% puriss for synthesis [10034-93-2],H1B2920,A1D1C2923,,500G," 1,500.00 "
HYDRINDANTINE dihydrate,0108124-5G,98% puriss for synthesis [5950-69-6],H1B2921,A1D1C2924,,5G, 900.00 
HYDRINDANTINE dihydrate,0108124-25G,98% puriss for synthesis [5950-69-6],H1B2922,A1D1C2925,,25G," 2,800.00 "
HYDROBROMIC ACID,010882-500ML,~ 30 - 33% in glacial Acetic Acid,H1B2923,A1D1C2926,,500ML," 1,000.00 "
HYDROBROMIC ACID,010823-500ML,~ 47% in water,H1B2924,A1D1C2927,,500ML, 680.00 
Hydrobromic acid,0108140-500ML,~63% in water [10035-10-6],H1B2925,A1D1C2928,,500ML," 1,055.00 "
HYDROBROMIC ACID 0.1N IN IPA,0108147-100ML,,H1B2926,A1D1C2929,,100ML, 775.00 
HYDROBROMIC ACID 0.1N IN IPA,0108147-500ML,,H1B2927,A1D1C2930,,500ML," 2,200.00 "
HYDROBROMIC ACID 5% IN METHANOL,0108148-100ML,,H1B2928,A1D1C2931,,100ML, 775.00 
HYDROBROMIC ACID 5% IN METHANOL,0108148-500ML,,H1B2929,A1D1C2932,,500ML," 2,200.00 "
Hydrochloric acid 4M in Dioxan  [7647-01-0],0108141-100ML,,H1B2930,A1D1C2933,,100ML," 1,850.00 "
Hydrochloric acid 4M in Dioxan  [7647-01-0],0108141-500ML,,H1B2931,A1D1C2934,,500ML," 8,500.00 "
"HYDROIODIC ACID, stabilised, redistilled",0108161-250ML,~57% aq. solution puriss for synthesis [10034-85-2],H1B2932,A1D1C2935,,250ML," 4,500.00 "
2'-HYDROXYACETOPHENONE,010842-250G,95%,H1B2933,A1D1C2936,,250G, 950.00 
2'-HYDROXYACETOPHENONE,010842-1000G,95%,H1B2934,A1D1C2937,,1000G," 3,500.00 "
3-HYDROXYACETOPHENONE,010815-25G,98%,H1B2935,A1D1C2938,,25G, 560.00 
3-HYDROXYACETOPHENONE,010815-100G,98%,H1B2936,A1D1C2939,,100G," 1,900.00 "
4-HYDROXYACETOPHENONE,010843-250G,98%,H1B2937,A1D1C2940,,250G, 950.00 
1-HYDROXY-7-AZABENZOTRIAZOLE (HOAT),0108104-1G,99% puriss for synthesis,H1B2938,A1D1C2941,,1G, 500.00 
1-HYDROXY-7-AZABENZOTRIAZOLE (HOAT),0108104-5G,99% puriss for synthesis,H1B2939,A1D1C2942,,5G," 2,000.00 "
1-HYDROXY-7-AZABENZOTRIAZOLE (HOAT),0108104-25G,99% puriss for synthesis,H1B2940,A1D1C2943,,25G," 9,000.00 "
3-HYDROXYBENZALDEHYDE,010818-250G,99%,H1B2941,A1D1C2944,,250G," 2,450.00 "
3-HYDROXYBENZALDEHYDE,010818-1000G,99%,H1B2942,A1D1C2945,,1000G," 8,500.00 "
4-HYDROXYBENZALDEHYDE,010867-250G,99%  (T),H1B2943,A1D1C2946,,250G," 1,050.00 "
4-HYDROXYBENZALDEHYDE,010867-1000G,99%  (T),H1B2944,A1D1C2947,,1000G," 4,000.00 "
4-HYDROXYBENZAMIDE,0108116-5G,98% puriss for synthesis [619-57-8],H1B2945,A1D1C2948,,5G, 900.00 
4-HYDROXYBENZAMIDE,0108116-25G,98% puriss for synthesis [619-57-8],H1B2946,A1D1C2949,,25G," 3,700.00 "
4-HYDROXYBENZAMIDE,0108116-100G,98% puriss for synthesis [619-57-8],H1B2947,A1D1C2950,,100G," 9,800.00 "
4-HYDROXYBENZHYDRAZIDE,0108117-25G,98% puriss for synthesis [5351-23-5],H1B2948,A1D1C2951,,25G," 1,400.00 "
4-HYDROXYBENZHYDRAZIDE,0108117-100G,98% puriss for synthesis [5351-23-5],H1B2949,A1D1C2952,,100G," 4,500.00 "
4-HYDROXYBENZOIC ACID,010874-500G,99%,H1B2950,A1D1C2953,,500G, 750.00 
4-HYDROXYBENZOIC ACID SOD.SALT,010839-100G,99.5% AR,H1B2951,A1D1C2954,,100G," 3,700.00 "
1-HYDROXYBENZOTRIAZOLE (HOBT) anhydrous,0108128-25G,,H1B2952,A1D1C2955,,25G, 285.00 
1-HYDROXYBENZOTRIAZOLE (HOBT) anhydrous,0108128-100G,,H1B2953,A1D1C2956,,100G," 1,000.00 "
1-HYDROXYBENZOTRIAZOLE (HOBT) anhydrous,0108128-500G,,H1B2954,A1D1C2957,,500G," 4,000.00 "
1-HYDROXYBENZOTRIAZOLE,010863-25G,98% monohydrate,H1B2955,A1D1C2958,,25G, 275.00 
1-HYDROXYBENZOTRIAZOLE,010863-100G,98% monohydrate,H1B2956,A1D1C2959,,100G, 950.00 
1-HYDROXYBENZOTRIAZOLE,010863-500G,98% monohydrate,H1B2957,A1D1C2960,,500G," 3,750.00 "
3-HYDROXYBENZYLALCOHOL,010893-10G,97% puriss for synthesis,H1B2958,A1D1C2961,,10G," 2,300.00 "
3-HYDROXYBENZYLALCOHOL,010893-50G,97% puriss for synthesis,H1B2959,A1D1C2962,,50G," 7,500.00 "
4-HYDROXYBENZYLALCOHOL,010895-25G,98% puriss for synthesis,H1B2960,A1D1C2963,,25G," 1,400.00 "
4-HYDROXYBENZYLALCOHOL,010895-100G,98% puriss for synthesis,H1B2961,A1D1C2964,,100G," 4,500.00 "
4-Hydroxy carbazole,0108138-5G,98% puriss for synthesis [52602-39-8],H1B2962,A1D1C2965,,5G, 600.00 
4-Hydroxy carbazole,0108138-25G,98% puriss for synthesis [52602-39-8],H1B2963,A1D1C2966,,25G," 2,550.00 "
4-Hydroxy carbazole,0108138-100G,98% puriss for synthesis [52602-39-8],H1B2964,A1D1C2967,,100G," 9,000.00 "
7-HYDROXYCARBOSTYRIL  [22246-18-0],0108118-25G,,H1B2965,A1D1C2968,,25G," 1,000.00 "
7-HYDROXYCARBOSTYRIL  [22246-18-0],0108118-100G,,H1B2966,A1D1C2969,,100G," 3,300.00 "
4-HYDROXYCOUMARIN,010896-100G,98% puriss for synthesis,H1B2967,A1D1C2970,,100G," 1,350.00 "
4-HYDROXYCOUMARIN,010896-500G,98% puriss for synthesis,H1B2968,A1D1C2971,,500G," 5,500.00 "
4-(2-HYDROXYETHYL)MORPHOLINE,010817-250ML,,H1B2969,A1D1C2972,,250ML, 800.00 
1-(2-HYDROXYETHYL)PIPERIDINE,010820-100ML,,H1B2970,A1D1C2973,,100ML, 650.00 
1-(2-HYDROXYETHYL)PYRROLIDINE,010811-250ML,97%,H1B2971,A1D1C2974,,250ML," 3,900.00 "
4-Hydroxy-1-indanone,0108132-1G,97% puriss for synthesis [40731-98-4],H1B2972,A1D1C2975,,1G," 6,000.00 "
4-Hydroxy-1-indanone,0108132-5G,97% puriss for synthesis [40731-98-4],H1B2973,A1D1C2976,,5G," 18,000.00 "
HYDROXYLAMINE HYDROCHLORIDE,0108105-500G,99% puriss AR,H1B2974,A1D1C2977,,500G," 1,800.00 "
HYDROXYLAMINE SULPHATE,010825-500G,99%,H1B2975,A1D1C2978,,500G, 600.00 
HYDROXYLAMINE-O-SULFONIC ACID,0108125-25G,96% pract. for synthesis [2950-43-8],H1B2976,A1D1C2979,,25G," 1,990.00 "
HYDROXYLAMINE-O-SULFONIC ACID,0108125-100G,96% pract. for synthesis [2950-43-8],H1B2977,A1D1C2980,,100G," 7,000.00 "
2-Hydroxy-5-methoxy benzaldehyde,0108131-1G,98% puriss for synthesis [672-13-9],H1B2978,A1D1C2981,,1G," 1,100.00 "
2-Hydroxy-5-methoxy benzaldehyde,0108131-5G,98% puriss for synthesis [672-13-9],H1B2979,A1D1C2982,,5G," 2,600.00 "
4-Hydroxy-3-methoxy benzonitrile,0108133-25G,98% puriss for synthesis [4421-08-3],H1B2980,A1D1C2983,,25G," 3,400.00 "
4-Hydroxy-3-methoxy benzonitrile,0108133-100G,98% puriss for synthesis [4421-08-3],H1B2981,A1D1C2984,,100G," 11,000.00 "
(S)-5-HYDROXY-5-METHYLDIHYDROFURANONE,0108163-250MG,96% puriss for synthesis [32780-06-6],H1B2982,A1D1C2985,,250MG," 4,000.00 "
(S)-5-HYDROXY-5-METHYLDIHYDROFURANONE,0108163-1G,96% puriss for synthesis [32780-06-6],H1B2983,A1D1C2986,,1G," 9,000.00 "
5-(HYDROXYMETHYL)FURURAL (HMF),0108157-1G,99% puriss for synthesis [67-47-0],H1B2984,A1D1C2987,,1G," 2,000.00 "
5-(HYDROXYMETHYL)FURURAL (HMF),0108157-5G,99% puriss for synthesis [67-47-0],H1B2985,A1D1C2988,,5G," 7,800.00 "
"2-HYDROXYMETHYL-2-METHYL-1,3-PROPANEDIOL",010826-100G,,H1B2986,A1D1C2989,,100G, 450.00 
2-HYDROXY-4-METHYLTHIOBUTYRIC ACID,0108151-100G,~85% puriss for synthesis [583-91-5],H1B2987,A1D1C2990,,100G," 4,950.00 "
HYDROXY NAPHTHOL BLUE indicator,010868-10G,,H1B2988,A1D1C2991,,10G, 450.00 
HYDROXY NAPHTHOL BLUE indicator,010868-100G,,H1B2989,A1D1C2992,,100G," 3,800.00 "
4-HYDROXYPHENYLACETIC ACID,0108156-25G,98% puriss for synthesis [156-38-7],H1B2990,A1D1C2993,,25G," 1,400.00 "
4-HYDROXYPHENYLACETIC ACID,0108156-100G,98% puriss for synthesis [156-38-7],H1B2991,A1D1C2994,,100G," 5,000.00 "
4-Hydroxyphenyl acetonitrile (4-Hydroxybenzylcyanide),0108139-5G,98% puriss for synthesis [14191-95-8],H1B2992,A1D1C2995,,5G, 800.00 
4-Hydroxyphenyl acetonitrile (4-Hydroxybenzylcyanide),0108139-25G,98% puriss for synthesis [14191-95-8],H1B2993,A1D1C2996,,25G," 3,000.00 "
4-Hydroxyphenyl acetonitrile (4-Hydroxybenzylcyanide),0108139-100G,98% puriss for synthesis [14191-95-8],H1B2994,A1D1C2997,,100G," 10,800.00 "
N-HYDROXYPHTHALIMIDE,0108155-25G,98% puriss for synthesis [524-38-9],H1B2995,A1D1C2998,,25G, 600.00 
N-HYDROXYPHTHALIMIDE,0108155-100G,98% puriss for synthesis [524-38-9],H1B2996,A1D1C2999,,100G," 2,000.00 "
4-HydroxyPiperidine,0108134-25G,98% puriss for synthesis [5382-16-1],H1B2997,A1D1C3000,,25G," 2,000.00 "
4-HydroxyPiperidine,0108134-100G,98% puriss for synthesis [5382-16-1],H1B2998,A1D1C3001,,100G," 6,800.00 "
L-4-HYDROXYPROLINE,010829-5G,,H1B2999,A1D1C3002,,5G, 350.00 
L-4-HYDROXYPROLINE,010829-25G,,H1B3000,A1D1C3003,,25G," 1,250.00 "
L-4-HYDROXYPROLINE,010829-100G,,H1B3001,A1D1C3004,,100G," 4,400.00 "
HYDROXYPROPYL-BETA-CYCLODEXTRIN,0108154-1G,puriss for synthesis [94035-026],H1B3002,A1D1C3005,,1G," 2,000.00 "
HYDROXYPROPYL-BETA-CYCLODEXTRIN,0108154-5G,puriss for synthesis [94035-026],H1B3003,A1D1C3006,,5G," 5,500.00 "
HYDROXYPROPYL-BETA-CYCLODEXTRIN,0108154-25G,puriss for synthesis [94035-026],H1B3004,A1D1C3007,,25G," 15,000.00 "
2-HYDROXYPYRIDINE (2(1H)-Pyridinol),010887-100G,98%,H1B3005,A1D1C3008,,100G," 3,000.00 "
2-HYDROXYPYRIDINE (2(1H)-Pyridinol),010887-500G,98%,H1B3006,A1D1C3009,,500G," 10,800.00 "
3-HYDROXYPYRIDINE (3-Pyridinol),010894-25G,98% puriss for synthesis,H1B3007,A1D1C3010,,25G, 600.00 
3-HYDROXYPYRIDINE (3-Pyridinol),010894-100G,98% puriss for synthesis,H1B3008,A1D1C3011,,100G," 2,000.00 "
4-HYDROXYPYRIDINE,010886-25G,98% puriss for synthesis,H1B3009,A1D1C3012,,25G," 1,100.00 "
4-HYDROXYPYRIDINE,010886-100G,98% puriss for synthesis,H1B3010,A1D1C3013,,100G," 4,200.00 "
8-HYDROXYQUINOLINE (8-Quinolinol),010864-100G,98%,H1B3011,A1D1C3014,,100G, 775.00 
N-HYDROXYSUCCINIMIDE,010873-25G,98%,H1B3012,A1D1C3015,,25G, 700.00 
N-HYDROXYSUCCINIMIDE,010873-100G,98%,H1B3013,A1D1C3016,,100G," 2,200.00 "
N-HYDROXYSUCCINIMIDE,010873-500G,98%,H1B3014,A1D1C3017,,500G," 7,600.00 "
4-Hydroxythiophenol,0108143-5G,98% puriss for synthesis [637-89-8],H1B3015,A1D1C3018,,5G," 1,100.00 "
4-Hydroxythiophenol,0108143-25G,98% puriss for synthesis [637-89-8],H1B3016,A1D1C3019,,25G," 4,500.00 "
4-Hydroxythiophenol,0108143-100G,98% puriss for synthesis [637-89-8],H1B3017,A1D1C3020,,100G," 12,500.00 "
HYDROXY (TOSYLOXY) IODOBENZENE,0108146-5G,97% puriss for synthesis [27126-76-7],H1B3018,A1D1C3021,,5G," 1,050.00 "
HYDROXY (TOSYLOXY) IODOBENZENE,0108146-25G,97% puriss for synthesis [27126-76-7],H1B3019,A1D1C3022,,25G," 3,500.00 "
HYDROXY (TOSYLOXY) IODOBENZENE,0108146-100G,97% puriss for synthesis [27126-76-7],H1B3020,A1D1C3023,,100G," 12,500.00 "
IMIDAZOLE (Glyoxaline),010923-100G,,H1B3021,A1D1C3024,,100G, 330.00 
IMIDAZOLE (Glyoxaline),010923-500G,,H1B3022,A1D1C3025,,500G," 1,050.00 "
IMIDAZOLE (Glyoxaline),010923-5000G,,H1B3023,A1D1C3026,,5000G," 9,500.00 "
IMIDAZOLE,010956-100G,AR 99.5%,H1B3024,A1D1C3027,,100G, 550.00 
IMIDAZOLE,010956-500G,AR 99.5%,H1B3025,A1D1C3028,,500G," 2,050.00 "
IMIDAZOLE,040905-1G,99.99% ultrapure,H1B3026,A1D1C3029,,1G, 115.00 
IMIDAZOLE,040905-5G,99.99% ultrapure,H1B3027,A1D1C3030,,5G, 350.00 
IMIDAZOLE,040905-25G,99.99% ultrapure,H1B3028,A1D1C3031,,25G," 1,250.00 "
IMIDAZOLE HYDROCHLORIDE,0109110-25G,98% puriss for synthesis [1467-16-9],H1B3029,A1D1C3032,,25G," 1,400.00 "
IMIDAZOLE HYDROCHLORIDE,0109110-100G,98% puriss for synthesis [1467-16-9],H1B3030,A1D1C3033,,100G," 4,000.00 "
IMIDAZOLE HYDROCHLORIDE,0109110-500G,98% puriss for synthesis [1467-16-9],H1B3031,A1D1C3034,,500G," 11,000.00 "
IMINODIACETIC ACID,010924-100G,99% puriss AR,H1B3032,A1D1C3035,,100G, 850.00 
IMINODIACETIC ACID,010924-500G,99% puriss AR,H1B3033,A1D1C3036,,500G," 3,800.00 "
1-Indanone,010996-10G,98% puriss for synthesis [83-33-0],H1B3034,A1D1C3037,,10G," 1,300.00 "
1-Indanone,010996-25G,98% puriss for synthesis [83-33-0],H1B3035,A1D1C3038,,25G," 2,600.00 "
1-Indanone,010996-100G,98% puriss for synthesis [83-33-0],H1B3036,A1D1C3039,,100G," 12,000.00 "
2-Indanone,010997-5G,97% puriss for synthesis [615-13-4],H1B3037,A1D1C3040,,5G," 1,300.00 "
2-Indanone,010997-25G,97% puriss for synthesis [615-13-4],H1B3038,A1D1C3041,,25G," 6,000.00 "
2-Indanone,010997-100G,97% puriss for synthesis [615-13-4],H1B3039,A1D1C3042,,100G," 17,000.00 "
INDENE 90,010959-250ML,~ 95% pract. for synthesis,H1B3040,A1D1C3043,,250ML," 1,850.00 "
INDENE 90,010959-1000ML,~ 95% pract. for synthesis,H1B3041,A1D1C3044,,1000ML," 6,200.00 "
INDIUM INGOTS,010925-10G,99.99+%,H1B3042,A1D1C3045,,10G," 1,800.00 "
INDIUM INGOTS,010925-10x100G,99.99+%,H1B3043,A1D1C3046,,10x100G," 16,000.00 "
INDIUM (III)CHLORIDE,010987-5G,98% puriss for synthesis [10025-82-8],H1B3044,A1D1C3047,,5G," 2,400.00 "
INDIUM (III)CHLORIDE,010987-25G,98% puriss for synthesis [10025-82-8],H1B3045,A1D1C3048,,25G," 9,600.00 "
INDIUM SULPHATE,010927-10G,~ 99.9%,H1B3046,A1D1C3049,,10G," 1,700.00 "
INDIUM SULPHATE,010927-50G,~ 99.9%,H1B3047,A1D1C3050,,50G," 7,400.00 "
INDOLE (1-H-Benzo(b)pyrrole),010918-100G,99%,H1B3048,A1D1C3051,,100G," 1,200.00 "
INDOLE (1-H-Benzo(b)pyrrole),010918-500G,99%,H1B3049,A1D1C3052,,500G," 5,000.00 "
3-INDOLEACETIC ACID (IAA),010928-5G,98%,H1B3050,A1D1C3053,,5G, 495.00 
3-INDOLEACETIC ACID (IAA),010928-25G,98%,H1B3051,A1D1C3054,,25G," 1,850.00 "
